Hotel Name,Hotel Address,Price Details,Plan Title,Plan Description,Plan Prices
ホテルルートイン真岡,栃木県 真岡・益子・茂木,"6,319円～（消費税込6,950円～）",≪ポイント10倍≫口コミ投稿でお得なプラン,"＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝
室数限定!!!

チェックアウト後に、当ホテルの口コミ投稿するだけで、

★☆★☆ 楽天ポイント10倍!!! ☆★☆★

お得に、ご宿泊頂けるプランとなっております!!!...","7,819円～8,637円/人（消費税込8,600円～9,500円/人）"
ホテルルートイン真岡,栃木県 真岡・益子・茂木,"6,319円～（消費税込6,950円～）",お得な1泊2食パックプラン♪（駐車場無料・大浴場完備・Wifi完備）,"【※お知らせ※】
まん延防止措置を受け、夕食レストランの営業時間を短縮致します。

期間：8月2日(月)～8月31日(火)
営業時間：20時まで
酒類提供：19時まで

-----------------------

...","8,910円～9,546円/人（消費税込9,800円～10,500円/人）"
アパホテル〈相模原　古淵駅前〉,神奈川県 大和・相模原・町田西部,"5,139円～（消費税込5,652円～）",【ロングステイ】13時チェックイン～翌13時チェックアウト　最大24時間滞在可能,"プラン内容
チェックイン13:00～チェックアウト13:00までの
最大24時間ご滞在頂けるロングステイプランです。
ビジネス・観光・コンサートで早めにチェックインされたい方や
翌日のんびりチェックアウトされたい方にはお...","6,319円～7,410円/人（消費税込6,950円～8,150円/人）"
アパホテル〈相模原　古淵駅前〉,神奈川県 大和・相模原・町田西部,"5,139円～（消費税込5,652円～）",【素泊まり】古淵駅から徒歩3分！旅行やビジネスに便利【首都圏おすすめ】【アパは映画もアニメも見放題】,"相模原にご用の方はもちろん、横浜観光、旅行やビジネス出張に便利！！ ビジネスの拠点に最適な立地です！！

プラン内容
■シンプルな素泊まりステイプラン■
遅いチェックインでも安心！お得でシンプルな素泊りのプランです♪

...","5,410円～6,500円/人（消費税込5,950円～7,150円/人）"
アパホテル〈相模原　古淵駅前〉,神奈川県 大和・相模原・町田西部,"5,139円～（消費税込5,652円～）",【朝食付】古淵駅から徒歩3分！旅行やビジネスに便利！【首都圏おすすめ】【アパは映画もアニメも見放題】,"プラン内容
■朝食付きプラン■
ホテル1階朝食会場での朝食付のプランです！！
・時間／6:30～9:00（最終入場8:30）

アパホテルはアパルームシアター（VOD）視聴を完全無料化致しました。
【アパルームシアター】...","6,319円～7,410円/人（消費税込6,950円～8,150円/人）"
ホテルリブマックス相模原駅前,神奈川県 大和・相模原・町田西部,"3,478円～（消費税込3,825円～）",【素泊り】当館一番人気☆スタンダードプラン☆【全室シモンズベッド】,"★☆１番人気のスタンダードプラン☆★

◆全プラン共通案内◆
◆連泊の客室清掃について◆
□連泊中の清掃・タオル交換・アメニティの補充は希望制でございます。（無料）
※清掃希望のお客様は午前１１時までに清掃札を出して頂き...","4,091円～11,819円/人（消費税込4,500円～13,000円/人）"
ホテルリブマックス相模原駅前,神奈川県 大和・相模原・町田西部,"3,478円～（消費税込3,825円～）",【Dog×Stay】愛犬と一緒にご宿泊～ワンちゃん同伴宿泊プラン～【素泊り】,"本プランは、ペットと宿泊される方に向けたプランです。
■特典内容:【ペット用プレゼント】
ペットシート2枚※1日※

全国でも珍しいビジネスホテル×ペット宿泊を是非この機会にご利用ください！
※1泊限定※
～ホテルまでの...","8,637円～23,637円/人（消費税込9,500円～26,000円/人）"
ホテルリブマックス相模原駅前,神奈川県 大和・相模原・町田西部,"3,478円～（消費税込3,825円～）",【素泊り】『リブ得 』ホテルリブマックス最安値のスペシャルプラン☆【全室シモンズベッド】,"★☆『リブ得 』ホテルリブマックス
　　　　　　　　最安値のスペシャルプラン☆★

　　～リブマックスからの新提案～
　　リブ得でお得にお気軽に。
　　リブマックスの最安値のお得なプラン

◆全プラン共通案内◆
◆連泊の...","3,478円～10,046円/人（消費税込3,825円～11,050円/人）"
ホテルリブマックス南橋本駅前,神奈川県 大和・相模原・町田西部,"2,535円～（消費税込2,788円～）",【素泊り】『リブ得 』ホテルリブマックス最安値のスペシャルプラン☆JR相模線南橋本駅より徒歩1分！,"■ホテルリブマックス南橋本駅前■
★☆『リブ得 』ホテルリブマックス
　　　　　　　　最安値のスペシャルプラン☆★

　　～リブマックスからの新提案～
　　リブ得でお得にお気軽に。
　　リブマックスの最安値のお得なプラン...","3,285円～10,046円/人（消費税込3,613円～11,050円/人）"
ホテルリブマックス南橋本駅前,神奈川県 大和・相模原・町田西部,"2,535円～（消費税込2,788円～）",【素泊り】【スタンダードプラン】JR相模線南橋本駅より徒歩1分！,"■ホテルリブマックス南橋本駅前■
☆１番人気のスタンダードプラン☆
好評頂いている大人気プランです。
ビジネスから観光まで幅広い年代の方に愛されています。　


◆連泊の客室清掃について◆
□連泊中の清掃・タオル交換・ア...","3,864円～11,819円/人（消費税込4,250円～13,000円/人）"
アパホテル〈相模原　橋本駅前〉,神奈川県 大和・相模原・町田西部,"4,091円～（消費税込4,500円～）",【素泊まり・事前決済限定】非接触1秒チェックイン体験プラン！【アパは映画もアニメも見放題】,"このプランは、予約時に事前クレジットカード決済が必要です。
アパアプリによるチェックイン推奨プランです。


【プラン案内】
宿泊のみのシンプルな素泊まりプラン
徒歩圏にコンビニ、スーパーが御座いますので
急な買い物や食...","4,091円～8,637円/人（消費税込4,500円～9,500円/人）"
アパホテル〈相模原　橋本駅前〉,神奈川県 大和・相模原・町田西部,"4,091円～（消費税込4,500円～）",【ロングステイ】13時から翌13時　最大24時間滞在可【アパは映画もアニメも見放題】◆橋本駅徒歩3分,"■■　プラン案内　■■
チェックイン13:00～チェックアウト翌日13:00(通常10：00)までの
最大24時間ご滞在頂けるロングステイプラン♪

【アパルームシアター】
アパホテルはアパルームシアター（VOD）視聴を...","5,637円～10,182円/人（消費税込6,200円～11,200円/人）"
アパホテル〈相模原　橋本駅前〉,神奈川県 大和・相模原・町田西部,"4,091円～（消費税込4,500円～）",【素泊まり】◆橋本駅北口徒歩3分◆新宿・横浜・新横浜乗換なし！【アパは映画もアニメも見放題】,"【プラン案内】
スタンダードな素泊まりプランです。
シンプルに泊まりたい方におススメです。

【アパルームシアター】
アパホテルはアパルームシアター（VOD）視聴を無料化致しました。
・洋画、邦画、その他話題の番組を20...","4,091円～8,728円/人（消費税込4,500円～9,600円/人）"
ホテルクラウンヒルズ相模原駅前（ＢＢＨホテルグループ）,神奈川県 大和・相模原・町田西部,"3,228円～（消費税込3,550円～）",【提携飲食店で使える夕食食事券3000円分付,"ホテル近隣の提携飲食店で使える、食事券1泊3，000円分/人プレゼント！（宿泊当日のみ有効）
※寝具、食事ありのお子様もチケットをお渡しします。
※各店舗でのお会計時にチケットの提示をお願い致します。
※釣り銭、換金、再...","6,319円～6,546円/人（消費税込6,950円～7,200円/人）"
ホテルクラウンヒルズ相模原駅前（ＢＢＨホテルグループ）,神奈川県 大和・相模原・町田西部,"3,228円～（消費税込3,550円～）",提携飲食店で使える夕食食事券1000円分付【朝食付】ホテルから徒歩1分。朝食付♪,"ホテル近隣の提携飲食店で使える、食事券1泊1，000円分/人プレゼント！（宿泊当日のみ有効）
※寝具、食事ありのお子様もチケットをお渡しします。
※各店舗でのお会計時にチケットの提示をお願い致します。
※釣り銭、換金、再...","5,046円～5,273円/人（消費税込5,550円～5,800円/人）"
ホテルクラウンヒルズ相模原駅前（ＢＢＨホテルグループ）,神奈川県 大和・相模原・町田西部,"3,228円～（消費税込3,550円～）",「BBH150店舗達成記念」☆駅徒歩２分☆朝食付きビジネスベーシックプラン【当館人気No1】,"朝食が付いたベーシックプラン♪☆領収証は宿泊代のみの記載です。☆
『元気な一日は朝食から』！朝食バイキングをお召し上がり下さい♪


●新サービストピックス●
・無料の貸し出しサービス(20種以上)スタート
 ＰＯＬＡシ...","4,137円～4,364円/人（消費税込4,550円～4,800円/人）"
東横ＩＮＮ横浜線淵野辺駅南口,神奈川県 大和・相模原・町田西部,"4,200円～（消費税込4,620円～）",★スタンダードプラン 喫煙シングル,"駅前・駅近ネットワーク東横インのスタンダードな素泊まりのプランです。

※※※無料の元気朝食サービス※※※
全店で「ご当地もの」をご用意しています。
東横INNの元気朝食をお楽しみください。
(全てのお客さまに無料で提供...","6,969円～7,300円/人（消費税込7,665円～8,030円/人）"
東横ＩＮＮ横浜線淵野辺駅南口,神奈川県 大和・相模原・町田西部,"4,200円～（消費税込4,620円～）",★【無料の元気朝食付】いつでも安心価格♪ビジネス・レジャーに！ 喫煙ダブル,"ホテルチェーン東横インのスタンダードプランです

「きれいで清潔なお部屋」
「全店が同じクオリティサービス」

東横インはビジネスやレジャーなど様々な場面の拠点として、皆様に安心してご利用いただるホテルチェーンです。

...","4,678円～4,900円/人（消費税込5,145円～5,390円/人）"
東横ＩＮＮ横浜線淵野辺駅南口,神奈川県 大和・相模原・町田西部,"4,200円～（消費税込4,620円～）",★【お一人さまステイ】一人旅にもオススメ！喫煙シングル,"充実した設備と心温まる笑顔で、スタッフ一同お待ち致しております。
ズボンプレッサー貸出あり（各階にフロアに準備）、インターネット接続無料、ロビー無線ＬＡＮ等ビジネスマンにうれしい設備充実のホテルです。

※東横INNはご...","6,969円～7,300円/人（消費税込7,665円～8,030円/人）"
東横ＩＮＮ大和駅前,神奈川県 大和・相模原・町田西部,"4,582円～（消費税込5,040円～）",★【当日24時以降もご予約OK！】喫煙エコノミーダブル,"当日深夜２４時以降も予約いただけるプランです

★　全室ユニットバス完備　★　朝食無料サービス（時間はホテルへ）

他にも全室ドライヤー完備、アイロン・ズボンプレッサー貸出など過不足ないアメニティやサービスをご用意。
[...","4,582円/人（消費税込5,040円/人）"
東横ＩＮＮ大和駅前,神奈川県 大和・相模原・町田西部,"4,582円～（消費税込5,040円～）",★スタンダードプラン 喫煙シングル,"駅前・駅近ネットワーク東横インのスタンダードな素泊まりのプランです。

※※※無料の元気朝食サービス※※※
全店で「ご当地もの」をご用意しています。
東横INNの元気朝食をお楽しみください。
(全てのお客さまに無料で提供...","7,732円～8,100円/人（消費税込8,505円～8,910円/人）"
東横ＩＮＮ大和駅前,神奈川県 大和・相模原・町田西部,"4,582円～（消費税込5,040円～）",★【当日24時以降もご予約OK！】禁煙ツイン,"当日深夜２４時以降も予約いただけるプランです

★　全室ユニットバス完備　★　朝食無料サービス（時間はホテルへ）

他にも全室ドライヤー完備、アイロン・ズボンプレッサー貸出など過不足ないアメニティやサービスをご用意。
[...","5,155円/人（消費税込5,670円/人）"
東横ＩＮＮ京王線橋本駅北口,神奈川県 大和・相模原・町田西部,"3,652円～（消費税込4,017円～）",★【無料の元気朝食付】いつでも安心価格♪ビジネス・レジャーに！ 喫煙ダブル,"ホテルチェーン東横インのスタンダードプランです

「きれいで清潔なお部屋」
「全店が同じクオリティサービス」

東横インはビジネスやレジャーなど様々な場面の拠点として、皆様に安心してご利用いただるホテルチェーンです。

...","4,678円～4,900円/人（消費税込5,145円～5,390円/人）"
東横ＩＮＮ京王線橋本駅北口,神奈川県 大和・相模原・町田西部,"3,652円～（消費税込4,017円～）",★【無料の元気朝食付】いつでも安心価格♪ビジネス・レジャーに！ 禁煙デラックスツイン,"ホテルチェーン東横インのスタンダードプランです

「きれいで清潔なお部屋」
「全店が同じクオリティサービス」

東横インはビジネスやレジャーなど様々な場面の拠点として、皆様に安心してご利用いただるホテルチェーンです。

...","5,871円～6,150円/人（消費税込6,458円～6,765円/人）"
東横ＩＮＮ京王線橋本駅北口,神奈川県 大和・相模原・町田西部,"3,652円～（消費税込4,017円～）",★【当日24時以降もご予約OK！】禁煙エコノミーツイン,"当日深夜２４時以降も予約いただけるプランです

★　全室ユニットバス完備　★　朝食無料サービス（時間はホテルへ）

他にも全室ドライヤー完備、アイロン・ズボンプレッサー貸出など過不足ないアメニティやサービスをご用意。
[...","4,678円/人（消費税込5,145円/人）"
ホテルリブマックスＢＵＤＧＥＴ相模原,神奈川県 大和・相模原・町田西部,"3,091円～（消費税込3,400円～）",【10時チェックアウト】スタンダードプラン！淵野辺駅北口徒歩2分,"～最寄駅からホテルまで～
ＪＲ横浜線 淵野辺駅 北口 徒歩2分

★☆定番人気のスタンダードプラン☆★
１番人気の素泊まりプランです!!!
ビジネスから観光まで幅広い年代の方に愛されてるプランです。

◆ご案内◆
　全プ...","3,637円～11,819円/人（消費税込4,000円～13,000円/人）"
ホテルリブマックスＢＵＤＧＥＴ相模原,神奈川県 大和・相模原・町田西部,"3,091円～（消費税込3,400円～）",【10時チェックアウト】『リブ得 』ホテルリブマックス最安値のスペシャルプラン☆淵野辺駅北口徒歩2分,"～最寄駅からホテルまで～
ＪＲ横浜線 淵野辺駅 北口 徒歩2分

★☆『リブ得 』ホテルリブマックス
　　　　　　　　最安値のスペシャルプラン☆★

　　～リブマックスからの新提案～
　　リブ得でお得にお気軽に。
　　リ...","3,091円～10,046円/人（消費税込3,400円～11,050円/人）"
ホテルリブマックスＢＵＤＧＥＴ相模原,神奈川県 大和・相模原・町田西部,"3,091円～（消費税込3,400円～）",【楽天トラベル限定】楽天ポイント２０倍+12時レイトチェックアウト付きプラン【素泊り】,"～最寄駅からホテルまで～
ＪＲ横浜線 淵野辺駅 北口 徒歩2分

★☆楽天ポイントが最大２０倍貯まる☆★
通常の付与ポイントの最大２０倍ポイントが付与されるプランです！
お得にポイントを貯めて色々買っちゃいましょう♪
も...","3,819円～12,410円/人（消費税込4,200円～13,650円/人）"
ホテルルートイン相模原　－国道１２９号－,神奈川県 大和・相模原・町田西部,"4,864円～（消費税込5,350円～）",【長期割】30泊以上がお得！マンスリープラン～バイキング朝食無料・人工温泉大浴場完備・駐車場無料～,"長期のご宿泊　にお得な長期割プラン
ウィークリープラン（30泊以上）!!

※御予約にあたって
○チェックイン時にご宿泊分のご精算をお願いしております。
○ご宿泊期間途中でのキャンセルの場合のご返金は、ご返金金額＝プラン...","5,910円/人（消費税込6,500円/人）"
ホテルルートイン相模原　－国道１２９号－,神奈川県 大和・相模原・町田西部,"4,864円～（消費税込5,350円～）",早期予約10日前プラン◆和洋バイキング朝食無料◇男女別人工温泉大浴場完備◇駐車場無料◆,"◆＝＝＝＝＝＝＝＝＝＝＝＝＝＝◆
　早期予約！10日前～のご予約受付
◆＝＝＝＝＝＝＝＝＝＝＝＝＝＝◆
予定の決まっている方に最適のプランです。ご出張・ご旅行の予定が決まったらすぐにご予約！お得に泊って、ホテルステイを満...","6,137円～7,637円/人（消費税込6,750円～8,400円/人）"
ホテルルートイン相模原　－国道１２９号－,神奈川県 大和・相模原・町田西部,"4,864円～（消費税込5,350円～）",【お部屋が映画館に！】ルームシアター付プラン◆バイキング朝食無料◇人工温泉大浴場完備◇駐車場無料◆,"お部屋がプライベート映画館に早変わり！
洋画・邦画・バラエティなど100タイトルをご用意しております。
チェックインからチェックアウトまで好きな時間にいつでも見れます。

・ご到着の際にフロントにてルームシアターカードを...","6,955円～8,500円/人（消費税込7,650円～9,350円/人）"
東横ＩＮＮＪＲ横浜線相模原駅前,神奈川県 大和・相模原・町田西部,"4,105円～（消費税込4,515円～）",★【無料の元気朝食付】いつでも安心価格♪ビジネス・レジャーに！ 喫煙シングル,"ホテルチェーン東横インのスタンダードプランです

「きれいで清潔なお部屋」
「全店が同じクオリティサービス」

東横インはビジネスやレジャーなど様々な場面の拠点として、皆様に安心してご利用いただるホテルチェーンです。

...","6,778円～8,100円/人（消費税込7,455円～8,910円/人）"
東横ＩＮＮＪＲ横浜線相模原駅前,神奈川県 大和・相模原・町田西部,"4,105円～（消費税込4,515円～）",★【当日24時以降もご予約OK！】禁煙キングダブル,"当日深夜２４時以降も予約いただけるプランです

★　全室ユニットバス完備　★　朝食無料サービス（時間はホテルへ）

他にも全室ドライヤー完備、アイロン・ズボンプレッサー貸出など過不足ないアメニティやサービスをご用意。
[...","4,582円/人（消費税込5,040円/人）"
東横ＩＮＮＪＲ横浜線相模原駅前,神奈川県 大和・相模原・町田西部,"4,105円～（消費税込4,515円～）",★【当日24時以降もご予約OK！】喫煙ダブル,"当日深夜２４時以降も予約いただけるプランです

★　全室ユニットバス完備　★　朝食無料サービス（時間はホテルへ）

他にも全室ドライヤー完備、アイロン・ズボンプレッサー貸出など過不足ないアメニティやサービスをご用意。
[...","4,582円/人（消費税込5,040円/人）"
ホテルウィングインターナショナル相模原,神奈川県 大和・相模原・町田西部,"2,860円～（消費税込3,145円～）",【素泊り】早めの予約がお得♪ 早割30　※キャンセル日ご注意を,"※当プランは特別料金のため、３０日を切ってからのキャンセルの場合、キャンセル料は１００％とさせていただきます。また、ご宿泊日の変更につきましても同様とさせて頂きます。

早めにご予定がお決まりの方はこちらのプランがお得♪...","2,860円～4,482円/人（消費税込3,145円～4,930円/人）"
ホテルウィングインターナショナル相模原,神奈川県 大和・相模原・町田西部,"2,860円～（消費税込3,145円～）",【13時イン／食事無し】  観光・ビジネスにも便利！13時からのアーリーチェックインプラン,"◆◆◆こちらのプランは食事無し、13時から滞在可能なアーリーチェックインプランでございます◆◆◆

観光・ビジネスにも便利！通常15時チェックイン→13時から滞在可能なプランです。
こちらのプランには朝食はついておりませ...","4,710円～8,273円/人（消費税込5,180円～9,100円/人）"
ホテルウィングインターナショナル相模原,神奈川県 大和・相模原・町田西部,"2,860円～（消費税込3,145円～）",【素泊り】QUOカード1000円付プラン【ビジネスでの利用におすすめ】,"※小学3年生までの添い寝1名様までは無料です。小学４年生からは通常の大人料金となります。なお、添い寝は１ベッドに１名様までとなります。
例：大人2名様＋小学３年生1名様の場合は大人2名様でご予約下さいませ。
大人2名様＋...","6,546円～10,910円/人（消費税込7,200円～12,000円/人）"
小田急ホテルセンチュリー相模大野,神奈川県 大和・相模原・町田西部,"6,364円～（消費税込7,000円～）",【家族旅行にオススメ】駐車場無料★ファミリー応援プラン《朝食付》,"ご家族でのご宿泊に嬉しい特典いっぱいのプランを室数限定でご用意致しました♪♪
プレミアムダブルルーム、プレミアムツインルームのお部屋では、窓から電車がご覧になれます。

★ご家族に嬉しい特典★
①駐車場利用料無料（通常1...","10,546円～12,000円/人（消費税込11,600円～13,200円/人）"
小田急ホテルセンチュリー相模大野,神奈川県 大和・相模原・町田西部,"6,364円～（消費税込7,000円～）",【メガ得】カップルにおすすめ☆シングルルーム2名様プラン♪♪《素泊まり》,"広さ19平米、120センチ幅のシングルベッドが備わったシングルルームを2名様でご利用頂けます
お部屋はシングル仕様ですが、タオル・ナイトウェア・歯ブラシ等のアメニティ類は2名様分ご用意いたします。
ベッドは少し狭いですが...","7,046円～9,546円/人（消費税込7,750円～10,500円/人）"
小田急ホテルセンチュリー相模大野,神奈川県 大和・相模原・町田西部,"6,364円～（消費税込7,000円～）",【メガ得】カップルにおすすめ☆シングルルーム2名様プラン♪♪《朝食付》,"広さ19平米、120センチ幅のシングルベッドが備わったシングルルームを2名様でご利用頂けます
お部屋はシングル仕様ですが、タオル・ナイトウェア・歯ブラシ等のアメニティ類は2名様分ご用意いたします。
ベッドは少し狭いですが...","8,546円～11,046円/人（消費税込9,400円～12,150円/人）"
スマイルホテル名張,三重県 伊賀・名張,"2,419円～（消費税込2,660円～）",【連泊割】お得に連泊ステイ◇2泊以上（朝食付）,"2泊以上の方へお得にご宿泊いただけるプランをご用意しました！
【朝食付き】

※ご宿泊が2泊以上から1泊に変更となる場合、バリューステイプランの料金に変更させていただきます。予めご了承下さい。

☆SDGS取組み始めまし...","4,091円～6,546円/人（消費税込4,500円～7,200円/人）"
スマイルホテル名張,三重県 伊賀・名張,"2,419円～（消費税込2,660円～）",【地元の美味しいお店で♪】2000円分夕食券付プラン（素泊まり）,"ご宿泊に近隣提携店舗でご使用可能なお食事券付きプランです。下記提携店でご利用いただけるお食事券　1泊1名あたり2，000円(税込)分をチェックイン時にお渡しいたします。

☆SDGS取組み始めました☆
環境保全の為、連泊...","5,500円～7,955円/人（消費税込6,050円～8,750円/人）"
スマイルホテル名張,三重県 伊賀・名張,"2,419円～（消費税込2,660円～）",【楽天限定★カード決済限定プラン】（朝食付き）,"バイキング形式の朝食をお楽しみ頂ける【ご朝食付き】プランです。
早期から直前まで、いつでもご予約いただけます。

ご朝食は6：30～9：00（9：30閉店）バイキング形式ですのでお好みもものをお好きなだけお召し上がりくだ...","3,110円～5,441円/人（消費税込3,420円～5,985円/人）"
ＡＢホテル伊賀上野,三重県 伊賀・名張,"3,637円～（消費税込4,000円～）",21日以上前までの予約限定！早期得割シングルプラン！【健康朝食・大浴場無料】,"早期予約で大変オトクです♪
ご宿泊日より21日前の早期ご予約の方限定にリーズナブルな価格でご提供いたします。

【チェックイン】
チェックインの受付は24時までとなります。
24時以降のチェックインは出来かねますので、お...","4,546円～8,000円/人（消費税込5,000円～8,800円/人）"
ＡＢホテル伊賀上野,三重県 伊賀・名張,"3,637円～（消費税込4,000円～）",長期出張者応援！マンスリープラン♪【健康朝食・大浴場無料】,"連続30泊以上、ご宿泊の方限定のお値打ちプランです♪

【ご注意】
・お部屋の清掃は3日に1回、行います。
・本プランは、ハブラシ、カミソリ、タオル類、作務衣のご用意がございません。
・キャンセル等により連泊30泊の宿泊...","4,182円～7,455円/人（消費税込4,600円～8,200円/人）"
ＡＢホテル伊賀上野,三重県 伊賀・名張,"3,637円～（消費税込4,000円～）",【エコ清掃】14日前までの予約限定プラン！【健康朝食・大浴場無料・２泊以上】,"早期予約で大変オトクです♪
ご宿泊日より14日前の早期ご予約の方限定にリーズナブルな価格でご提供いたします。

【ＥＣＯ清掃】
・清掃日は、原則4泊に１回となります。
・清掃日にバスタオル、フェイスタオル、ハブラシ等を4...","4,182円～7,273円/人（消費税込4,600円～8,000円/人）"
ＮＩＰＰＯＮＩＡ　ＨＯＴＥＬ　伊賀上野　城下町,三重県 伊賀・名張,"15,400円～（消費税込16,940円～）",【記念日＆誕生日プラン】＼フルコース＆ケーキ＆乾杯ドリンク付き／大切な日に贅沢ステイを＜２食付＞,"■□■おすすめポイント■□■
【1】乾杯ドリンク＆ケーキ付き！
【2】口コミ高評価！地元食材をふんだんに使ったシェフ特製フルコースディナー
【3】小規模分散型ホテルならではのプライベート空間
【4】歴史的なまちに溶け込む...","35,028円～39,428円/人（消費税込38,530円～43,370円/人）"
ＮＩＰＰＯＮＩＡ　ＨＯＴＥＬ　伊賀上野　城下町,三重県 伊賀・名張,"15,400円～（消費税込16,940円～）",【とことん日本酒プラン】地酒3種飲み比べ＆部屋飲みセット＆酒粕風呂＜2食付＞,"地元の蔵元と日本酒の魅力を体感していただきたく、
チェックインからチェックアウトまで、地元の日本酒をとことん楽しめるプランをご用意。
長く愛され続ける地元酒造の美酒に酔いしれる贅沢な旅を。

＼おすすめポイント／
【1】...","36,846円～41,246円/人（消費税込40,530円～45,370円/人）"
ＮＩＰＰＯＮＩＡ　ＨＯＴＥＬ　伊賀上野　城下町,三重県 伊賀・名張,"15,400円～（消費税込16,940円～）",【小さなお子様安心・一棟貸切】音懸念も安心かつ、贅沢な一棟貸切確約プラン＜2食付＞,"■プラン特典■
歴史ある建物をリノベーションした離れのお部屋を一棟丸ごと貸切でご宿泊いただけます。
他のプランでのご予約では、一棟貸切のご希望をいただいても、確約いたしかねます。
（建物の構造上、音や揺れなどへの一定のご...","46,600円～51,000円/人（消費税込51,260円～56,100円/人）"
ルートイングランティア和蔵の宿　伊賀上野城前,三重県 伊賀・名張,"5,364円～（消費税込5,900円～）",【素泊まり】広々☆ツインルームを独り占めプラン♪,"◆◇◆プラン内容◆◇◆
ツインルームの一人利用プランです。
※お子様の添い寝もできません。

◆◇◆お食事処◆◇◆
●和食ダイニング　美蔵（びくら）　ホテル１階
１７:００～２２:３０（ラストオーダー２２:００）
定休日...","8,546円～9,637円/人（消費税込9,400円～10,600円/人）"
ルートイングランティア和蔵の宿　伊賀上野城前,三重県 伊賀・名張,"5,364円～（消費税込5,900円～）",【朝食付】【女性限定】特典付レディースプラン,".:*・゜＋.。.:*・゜＋.。.:*・゜＋.。.:*・゜＋.。.:*・゜＋.。.:*・゜＋.。.:
これまでとは違う、ワンランク上のホテル滞在を目指し、女性のお客様限定にて
ケアセット商品を1予約に付き1セット、プレゼ...","6,364円～7,455円/人（消費税込7,000円～8,200円/人）"
ルートイングランティア和蔵の宿　伊賀上野城前,三重県 伊賀・名張,"5,364円～（消費税込5,900円～）",【７泊以上限定】【朝食付】ウイークリープラン（清掃は3日に1回、タオルは毎日交換）,"＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

・７泊以上ご滞在のお客様限定
・お部屋のお掃除は原則３日に１回とさせて頂きます。
　タオルは毎日交換いたしますが、
　ベッド・館内着はお出掛け時の状...","7,364円/人（消費税込8,100円/人）"
ＨＯＴＥＬ　ＡＺ　三重名張店（旧：亀の井イン三重名張店）,三重県 伊賀・名張,"2,773円～（消費税込3,050円～）",本日売り切りセール【　当日限定　17　】　朝食バイキング付き,"本日の売り切りセールです。
当日限定で特別割引致します。
販売部屋数限定で、不特定曜日です。

もちろん１泊朝食バイキング付きです。

急なご宿泊の方には、ラッキーなプランとしてご利用ください。

別途、外食用夕食券、　...","2,773円/人（消費税込3,050円/人）"
ＨＯＴＥＬ　ＡＺ　三重名張店（旧：亀の井イン三重名張店）,三重県 伊賀・名張,"2,773円～（消費税込3,050円～）",特販！！　ツインルームをシングルユース,"ツインルームをお一人でゆったりご利用頂きます。

朝食無料、駐車場無料、ｗｉ－ｆｉ接続無料です。

別途、名張の湯入湯券とファミレスＣＯＣＯＳ夕食券も
フロントにて販売いたしております。","5,910円/人（消費税込6,500円/人）"
ＨＯＴＥＬ　ＡＺ　三重名張店（旧：亀の井イン三重名張店）,三重県 伊賀・名張,"2,773円～（消費税込3,050円～）",本日売り切りセール 【　当日限定　12　】　朝食バイキング付き,"本日の売り切りセールです。
当日限定で特別割引致します。
販売部屋数限定で、不特定曜日です。

もちろん１泊朝食バイキング付きです。

急なご宿泊の方には、ラッキーなプランとしてご利用ください。

別途、外食用夕食券、　...","2,910円/人（消費税込3,200円/人）"
ホテル　ルートイン名張,三重県 伊賀・名張,"4,455円～（消費税込4,900円～）",【2食付】選べる夕食付♪ホテル館内で楽々お食事♪　■大浴場完備■朝食無料,"夕食・朝食をセットにしたお得なプランです。
館内でしっかり食べて　お酒を飲んで　そのままベッドに直行！！
お手軽に夕食をしたい方にお勧めのプランです。

【夕食メニュー一例】
からあげ定食や上田カリー定食、ソースカツ丼定...","6,728円～8,228円/人（消費税込7,400円～9,050円/人）"
ホテル　ルートイン名張,三重県 伊賀・名張,"4,455円～（消費税込4,900円～）",大浴場完備！◇素泊まりスタンダードプラン◇　■駐車場無料■Wi-Fi完備,"※ホテルルートイン名張は、ご宿泊いただく皆様に朝食をサービスで提供致しております。
朝早い出発の予定を変更して朝食を召し上がっても、料金は発生致しません！

■■ラジウム人工温泉大浴場　「旅人の湯」男女完備■■
営業時間...","4,955円～6,455円/人（消費税込5,450円～7,100円/人）"
ホテル　ルートイン名張,三重県 伊賀・名張,"4,455円～（消費税込4,900円～）",【バイキング朝食付】マルチギフトカード1000円付プラン,"★??複数の交換アイテムから一つを自由に選択できる！
デジタルギフト1，000円分に交換できるカードが付いたプランです??★

*電子マネー・ポイントなど、複数のデジタルギフトの中から一つをお選びいただける
『選べるe-...","6,955円～8,455円/人（消費税込7,650円～9,300円/人）"
ファミリーロッジ旅籠屋・伊賀店,三重県 伊賀・名張,"3,046円～（消費税込3,350円～）",レギュラープラン（喫煙可）,25㎡の部屋に、幅1.5m以上のクィーンサイズベッドが2台。風呂トイレ別で、足を伸ばせる浴槽、洗浄機能付きのトイレがあります。またWiFiを完備しています。駐車場は1部屋につき1台分無料です。午前7～9時まで朝軽食(コー...,"5,000円～11,000円/人（消費税込5,500円～12,100円/人）"
